,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,CHO,94.7,.489,15.6,25.0,.045,96.1
1,NYK,94.7,.551,14.2,34.9,.205,121.5
