,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Jonathan Kuminga,19:40,.304,.222,.222,.222,0.0,11.9,5.0,23.5,0.0,0.0,9.2,23.1,71,142,-9.7
1,Moses Moody,19:17,.611,.611,.444,.000,4.4,18.2,10.3,0.0,0.0,0.0,10.0,21.7,103,141,-1.5
2,Stephen Curry,16:41,.154,.154,.692,.000,0.0,7.0,3.0,28.5,0.0,0.0,13.3,37.6,39,143,-21.8
3,Draymond Green,13:37,1.042,1.000,.000,1.000,0.0,34.4,14.5,24.4,0.0,0.0,0.0,8.8,219,139,5.5
4,Klay Thompson,12:29,.676,.625,.750,.250,0.0,18.8,7.9,13.6,0.0,0.0,18.4,18.2,109,141,-1.7
5,Lester Quinones,33:12,.531,.531,.625,.000,2.6,14.1,7.5,0.0,0.0,0.0,5.9,21.4,97,142,-3.9
6,Gary Payton II,22:09,.551,.600,.000,.200,7.7,10.6,8.9,7.3,2.2,0.0,35.5,15.9,75,137,-7.3
7,Trayce Jackson-Davis,21:38,.667,.667,.000,.000,15.8,21.6,18.3,16.4,0.0,9.4,14.3,13.5,128,133,3.6
8,Chris Paul,21:14,.167,.167,.500,.000,0.0,16.5,7.0,46.9,2.3,0.0,25.0,15.8,61,136,-7.9
9,Gui Santos,19:16,.625,.625,.500,.000,13.3,36.5,23.1,24.1,0.0,0.0,42.9,15.2,90,139,-1.3
10,Jerome Robinson,17:18,.460,.450,.600,.200,0.0,0.0,0.0,11.1,0.0,5.9,0.0,26.3,95,139,-1.1
11,Dario Šarić,12:42,.450,.500,.500,.250,0.0,18.4,7.8,0.0,0.0,0.0,18.4,17.9,67,142,-11.1
12,Kevon Looney,10:47,.260,.000,.000,1.000,7.9,10.9,9.2,12.4,0.0,0.0,14.8,26.2,62,142,-16.6
