,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,CHI,94.8,.594,6.8,18.4,.133,125.5
1,UTA,94.8,.536,8.8,30.4,.146,123.4
