,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,DAL,94.5,.618,5.7,25.6,.129,134.4
1,CHI,94.5,.433,11.6,26.4,.169,97.3
