,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,SAS,105.1,.468,9.3,23.1,.245,105.6
1,IND,105.1,.684,11.8,27.3,.232,144.6
