,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIN,98.8,.505,7.8,28.9,.143,114.4
1,IND,98.8,.573,14.0,16.7,.207,112.4
