,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,CHO,93.4,.621,8.4,30.2,.176,138.0
1,BRK,93.4,.562,7.5,44.0,.095,137.0
