,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,UTA,92.6,.506,11.2,26.2,.265,114.5
1,SAC,92.6,.655,13.7,37.1,.202,137.2
