,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Tre Mann,30:53,6,10,.600,3,4,.750,4,5,.800,0,3,3,8,0,0,4,1,19,16.1,0
1,Marques Bolden,30:12,2,5,.400,0,0,,2,2,1.000,2,3,5,2,1,2,1,3,6,7.2,-20
2,Vasilije Micić,16:23,2,5,.400,1,2,.500,0,0,,0,1,1,3,0,0,3,1,5,1.3,-21
3,Miles Bridges,14:54,2,4,.500,0,1,.000,0,0,,0,3,3,2,0,0,1,1,4,2.9,-20
4,Brandon Miller,13:38,3,8,.375,1,4,.250,2,2,1.000,0,2,2,0,0,0,1,0,9,4.2,-15
5,Nick Smith Jr.,29:00,5,12,.417,3,6,.500,2,2,1.000,0,3,3,2,0,0,1,1,15,9.5,-19
6,Dāvis Bertāns,22:22,3,7,.429,3,7,.429,0,0,,0,0,0,1,1,1,2,3,9,4.5,-3
7,Bryce McGowens,19:44,1,4,.250,0,1,.000,6,8,.750,0,2,2,1,0,1,3,0,8,3.8,-26
8,JT Thor,18:00,2,3,.667,2,2,1.000,0,0,,0,4,4,0,0,0,0,2,6,5.1,0
9,Aleksej Pokusevski,17:48,3,10,.300,2,5,.400,0,0,,1,4,5,1,0,1,0,2,8,4.7,-13
10,Leaky Black,15:06,2,6,.333,0,2,.000,0,0,,1,2,3,0,1,2,1,0,4,3.3,-13
11,Amari Bailey,12:00,1,2,.500,0,1,.000,3,3,1.000,0,2,2,0,0,0,2,1,5,2.2,-15
