,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Tre Mann,30:53,.779,.750,.400,.500,0.0,10.4,5.4,54.8,0.0,0.0,24.7,24.1,128,139,2.7
1,Marques Bolden,30:12,.510,.400,.000,.400,7.8,10.6,9.2,11.0,1.6,5.0,14.5,10.4,112,132,-4.2
2,Vasilije Micić,16:23,.500,.500,.400,.000,0.0,6.5,3.4,33.6,0.0,0.0,37.5,22.4,75,140,-14.6
3,Miles Bridges,14:54,.500,.500,.250,.000,0.0,21.5,11.2,25.2,0.0,0.0,20.0,15.4,92,135,-7.8
4,Brandon Miller,13:38,.507,.438,.500,.250,0.0,15.6,8.2,0.0,0.0,0.0,10.1,33.2,86,137,-9.7
5,Nick Smith Jr.,29:00,.582,.542,.500,.167,0.0,11.0,5.8,14.0,0.0,0.0,7.2,21.9,108,138,-3.6
6,Dāvis Bertāns,22:22,.643,.643,1.000,.000,0.0,0.0,0.0,8.4,2.2,3.4,22.2,18.5,91,135,-3.5
7,Bryce McGowens,19:44,.532,.250,.250,2.000,0.0,10.8,5.7,8.2,0.0,3.9,28.5,24.4,83,136,-10.6
8,JT Thor,18:00,1.000,1.000,.667,.000,0.0,23.7,12.4,0.0,0.0,0.0,0.0,7.6,173,134,-0.1
9,Aleksej Pokusevski,17:48,.400,.400,.500,.000,6.6,24.0,15.7,11.3,0.0,4.3,0.0,25.8,86,131,-6.5
10,Leaky Black,15:06,.333,.333,.333,.000,7.8,14.1,11.1,0.0,3.3,10.1,14.3,21.3,63,124,-6.4
11,Amari Bailey,12:00,.753,.500,.500,1.500,0.0,17.8,9.3,0.0,0.0,0.0,37.6,20.3,93,136,-12.6
