,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,BOS,91.1,.580,8.5,27.9,.170,128.4
1,PHI,91.1,.524,8.7,23.3,.212,117.4
