,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,OKC,98.1,.589,12.1,18.4,.190,117.2
1,BRK,98.1,.527,12.4,40.8,.308,126.4
