,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,CLE,97.1,.512,14.1,13.0,.207,104.0
1,DEN,97.1,.695,14.7,33.3,.103,133.8
