,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,WAS,101.3,.593,12.3,20.8,.098,117.1
1,LAL,101.3,.564,9.0,16.7,.198,119.8
