,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Devin Vassell,31:19,8,16,.500,3,6,.500,3,4,.750,0,3,3,5,4,1,0,1,22,22.3,-6
1,Malaki Branham,28:50,5,12,.417,1,3,.333,0,0,,3,3,6,3,1,0,3,1,11,7.3,-24
2,Jeremy Sochan,28:38,0,3,.000,0,0,,2,2,1.000,1,3,4,4,1,0,3,2,2,1.5,-15
3,Zach Collins,18:21,8,10,.800,0,1,.000,1,3,.333,1,2,3,2,0,1,1,3,17,13.6,-13
4,Julian Champagnie,11:44,1,5,.200,1,4,.250,4,5,.800,2,1,3,0,1,1,1,1,7,5.5,-8
5,Keldon Johnson,32:12,9,18,.500,3,8,.375,8,11,.727,2,5,7,7,1,0,1,4,29,25.0,+6
6,Tre Jones,26:57,7,9,.778,0,0,,0,0,,3,5,8,5,0,0,3,2,14,13.8,+14
7,Doug McDermott,22:34,6,9,.667,6,8,.750,0,0,,0,1,1,1,0,0,2,1,18,12.7,+12
8,Cedi Osman,17:40,2,4,.500,0,1,.000,0,0,,0,4,4,2,0,0,0,1,4,4.2,+5
9,Dominick Barlow,14:15,1,6,.167,0,1,.000,0,0,,1,1,2,0,1,0,0,2,2,-0.6,-9
10,Sandro Mamukelashvili,7:30,1,2,.500,0,1,.000,0,0,,0,1,1,2,0,0,0,1,2,2.3,+8
11,Blake Wesley,Did Not Play,,,,,,,,,,,,,,,,,,,,
