,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,TOR,97.7,.602,17.1,25.0,.217,120.8
1,CHI,97.7,.580,16.4,17.1,.267,109.6
