,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,POR,96.7,.484,10.3,32.7,.181,111.6
1,WAS,96.7,.460,8.2,23.5,.239,105.4
