,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Zion Williamson,25:59,7,11,.636,0,0,,2,2,1.000,2,6,8,9,1,2,1,0,16,22.0,+28
1,Herbert Jones,25:19,6,10,.600,5,8,.625,0,0,,0,2,2,3,2,0,1,3,17,14.9,+11
2,Brandon Ingram,25:06,5,7,.714,0,1,.000,2,2,1.000,1,2,3,6,0,0,2,3,12,11.4,+8
3,CJ McCollum,22:30,4,11,.364,3,9,.333,0,0,,0,4,4,4,0,0,1,2,11,7.1,+3
4,Jonas Valančiūnas,20:03,3,6,.500,2,2,1.000,2,2,1.000,1,9,10,1,0,1,2,2,10,9.0,+21
5,Trey Murphy III,29:15,11,17,.647,10,14,.714,2,4,.500,2,4,6,1,1,0,0,0,34,30.0,+44
6,Jose Alvarado,23:31,2,7,.286,1,4,.250,0,0,,0,2,2,6,3,0,2,1,5,6.3,+32
7,Naji Marshall,20:25,5,10,.500,1,4,.250,0,0,,3,4,7,4,1,0,1,2,11,11.3,+25
8,Larry Nance Jr.,15:34,3,5,.600,0,0,,0,0,,2,4,6,2,1,1,1,3,6,7.2,+14
9,Jordan Hawkins,9:48,1,6,.167,0,2,.000,0,0,,0,2,2,0,0,0,0,1,2,-1.6,+2
10,Matt Ryan,7:28,2,4,.500,2,4,.500,0,0,,0,2,2,1,0,0,0,1,6,4.9,+5
11,Jeremiah Robinson-Earl,7:28,0,2,.000,0,0,,0,0,,0,2,2,0,0,0,0,0,0,-0.8,+5
12,Cody Zeller,4:11,2,4,.500,0,0,,1,1,1.000,5,1,6,1,0,1,0,1,5,7.8,+4
13,Izaiah Brockington,3:23,2,5,.400,0,1,.000,0,0,,1,1,2,0,0,0,0,0,4,2.3,+3
