,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Julian Champagnie,33:36,.957,.938,1.000,.250,3.4,18.6,11.4,19.4,0.0,2.5,25.3,15.4,140,116,7.5
1,Tre Jones,31:04,.458,.200,.400,1.200,3.7,13.4,8.8,40.0,3.1,0.0,11.6,12.1,143,112,1.8
2,Malaki Branham,29:00,.597,.567,.400,.267,3.9,7.2,5.6,10.2,0.0,0.0,15.2,29.6,106,120,-7.3
3,Jeremy Sochan,24:23,.601,.571,.286,.429,0.0,21.4,11.2,6.5,0.0,3.4,15.3,35.0,101,113,-9.3
4,Zach Collins,22:15,.507,.563,.125,.250,0.0,9.4,4.9,0.0,2.2,3.7,0.0,17.4,97,111,-9.3
5,Keldon Johnson,31:42,.611,.611,.500,.000,10.8,26.3,18.9,5.0,0.0,0.0,5.3,26.1,122,116,-1.2
6,Dominick Barlow,30:05,.752,.700,.100,.600,19.0,10.4,14.5,19.4,1.6,2.8,0.0,18.3,175,113,7.4
7,Blake Wesley,20:19,.515,.333,.000,.667,0.0,25.7,13.4,51.1,2.4,8.1,20.5,10.5,148,104,8.9
8,Devonte' Graham,11:18,1.000,1.000,.500,.000,0.0,18.5,9.7,0.0,4.3,0.0,0.0,15.4,179,108,10.2
9,Sandro Mamukelashvili,6:18,.000,.000,.000,.000,18.1,0.0,8.7,17.3,0.0,0.0,0.0,6.9,113,121,-7.6
10,Devin Vassell,Did Not Dress,,,,,,,,,,,,,,,
