,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,NOP,86.2,.539,12.6,20.5,.145,107.9
1,POR,86.2,.474,16.9,28.2,.158,97.4
