,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Darius Garland,32:54,10,16,.625,2,4,.500,4,5,.800,0,3,3,6,1,1,4,0,26,21.2,+18
1,Max Strus,31:46,3,7,.429,2,6,.333,3,4,.750,1,5,6,5,0,1,3,3,11,9.1,+14
2,Evan Mobley,31:43,8,11,.727,0,0,,0,0,,3,7,10,5,0,2,2,3,16,17.4,+12
3,Jarrett Allen,29:18,6,10,.600,0,0,,3,6,.500,2,3,5,5,1,0,2,3,15,12.8,+42
4,Dean Wade,24:18,2,4,.500,2,4,.500,0,0,,1,9,10,2,2,0,0,1,6,10.4,+25
5,Craig Porter Jr.,24:55,7,10,.700,0,0,,7,7,1.000,2,2,4,4,2,1,1,3,21,22.1,-2
6,Sam Merrill,23:47,3,10,.300,3,9,.333,0,0,,1,1,2,1,0,0,0,2,9,4.1,-15
7,Georges Niang,23:12,4,9,.444,2,3,.667,2,2,1.000,0,3,3,2,0,0,1,1,12,8.2,+11
8,Tristan Thompson,10:52,2,4,.500,0,0,,1,2,.500,1,2,3,0,0,0,0,2,5,3.1,-23
9,Emoni Bates,4:25,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-0.4,-12
10,Damian Jones,2:50,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-10
11,Caris LeVert,Did Not Dress,,,,,,,,,,,,,,,,,,,,
