,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,PHO,96.6,.589,21.1,17.1,.164,101.4
1,ORL,96.6,.511,6.3,25.0,.207,116.9
