,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,ORL,85.1,.494,6.9,31.7,.165,115.2
1,NYK,85.1,.476,8.9,28.3,.181,110.5
