,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIL,101.1,.644,10.9,43.2,.223,140.5
1,WAS,101.1,.606,3.7,11.4,.091,127.6
