,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MEM,95.9,.513,15.0,7.1,.253,100.1
1,CHI,95.9,.593,9.9,31.0,.187,130.4
