,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,DeMar DeRozan,40:03,.656,.538,.308,.923,2.4,12.2,7.3,24.8,0.0,0.0,9.9,21.5,135,113,3.2
1,Ayo Dosunmu,39:08,.661,.633,.400,.133,2.5,5.0,3.8,31.5,3.7,0.0,5.9,18.3,139,107,9.6
2,Coby White,37:06,.405,.333,.500,.222,2.6,15.8,9.2,11.2,2.6,0.0,4.8,23.7,92,106,-5.2
3,Nikola Vučević,33:45,.579,.579,.263,.000,14.5,23.2,18.9,15.9,1.4,0.0,13.6,27.6,110,106,1.3
4,Alex Caruso,31:44,.462,.462,.692,.000,3.1,6.2,4.6,9.0,3.1,0.0,0.0,17.4,104,108,-2.3
5,Jevon Carter,19:39,.571,.571,.857,.000,5.0,10.0,7.5,14.5,4.9,0.0,12.5,17.3,110,103,5.0
6,Dalen Terry,15:24,.250,.250,.250,.000,6.4,19.1,12.7,24.7,6.3,0.0,20.0,13.8,80,96,-3.6
7,Andre Drummond,14:15,.554,.400,.000,.600,6.9,48.1,27.5,9.8,0.0,0.0,0.0,18.8,132,101,0.3
8,Terry Taylor,7:13,1.000,1.000,.000,.000,0.0,27.1,13.6,0.0,0.0,0.0,0.0,5.9,200,108,-0.1
9,Julian Phillips,1:43,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,117,-7.9
10,Onuralp Bitim,Did Not Play,,,,,,,,,,,,,,,
11,Torrey Craig,Not With Team,,,,,,,,,,,,,,,
