,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Brandon Ingram,38:39,.564,.500,.375,.500,0.0,7.6,3.8,23.8,3.8,2.3,31.6,31.3,86,112,-2.6
1,Herbert Jones,38:30,.689,.700,.600,.200,5.1,2.5,3.8,22.2,0.0,2.3,0.0,12.0,158,122,5.4
2,Trey Murphy III,36:51,.409,.409,.818,.000,0.0,26.6,13.3,7.2,1.3,2.4,0.0,12.7,96,111,-1.8
3,Zion Williamson,32:55,.598,.600,.000,.133,3.0,20.8,11.9,59.7,0.0,5.3,15.9,24.3,125,114,9.3
4,Jonas Valančiūnas,28:21,.467,.467,.200,.000,24.2,34.6,29.4,0.0,0.0,3.1,0.0,22.4,115,111,-3.1
5,Matt Ryan,19:22,.700,.700,.900,.000,0.0,20.2,10.1,0.0,0.0,0.0,9.1,24.1,116,118,1.8
6,Larry Nance Jr.,19:10,.347,.000,.500,1.000,10.2,5.1,7.7,0.0,0.0,0.0,58.1,15.2,46,123,-19.1
7,Jordan Hawkins,15:01,.571,.571,.714,.000,0.0,6.5,3.3,0.0,0.0,0.0,12.5,22.6,94,123,-5.5
8,Jeremiah Robinson-Earl,11:11,.750,.750,1.000,.000,0.0,0.0,0.0,0.0,4.3,7.8,33.3,11.4,85,110,1.2
9,Jose Alvarado,Player Suspended,,,,,,,,,,,,,,,
10,Jalen Crutcher,Did Not Play,,,,,,,,,,,,,,,
11,Malcolm Hill,Did Not Play,,,,,,,,,,,,,,,
12,E.J. Liddell,Did Not Play,,,,,,,,,,,,,,,
13,Naji Marshall,Player Suspended,,,,,,,,,,,,,,,
14,Cody Zeller,Did Not Play,,,,,,,,,,,,,,,
