,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,CHO,98.2,.495,9.9,19.0,.129,105.9
1,LAC,98.2,.553,11.9,24.4,.224,115.0
