,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,UTA,103.4,.431,14.2,23.1,.170,93.8
1,ATL,103.4,.559,14.2,32.6,.215,119.9
