,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,PHO,97.1,.472,13.0,33.3,.250,108.1
1,SAC,97.1,.602,11.3,18.9,.241,123.6
