,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,DEN,93.3,.512,7.0,13.6,.226,112.6
1,DAL,93.3,.465,9.1,41.5,.140,114.7
