,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,ORL,96.2,.522,14.3,37.2,.207,119.5
1,GSW,96.2,.622,11.3,26.5,.308,125.7
