,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,WAS,100.6,.583,19.8,20.0,.107,106.3
1,TOR,100.6,.522,13.7,34.8,.189,110.3
