,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Devin Vassell,27:49,6,10,.600,1,3,.333,1,1,1.000,0,1,1,0,1,0,2,2,14,7.9,-30
1,Victor Wembanyama,26:16,4,10,.400,0,2,.000,3,6,.500,1,4,5,2,1,1,5,1,11,4.0,-14
2,Zach Collins,24:50,4,11,.364,1,4,.250,0,0,,1,5,6,4,0,0,5,2,9,2.1,-36
3,Keldon Johnson,24:18,1,9,.111,1,5,.200,2,2,1.000,0,5,5,1,1,0,0,4,5,0.7,-27
4,Jeremy Sochan,22:29,0,2,.000,0,2,.000,0,0,,2,2,4,3,1,1,4,3,0,-0.8,-30
5,Malaki Branham,21:02,3,12,.250,2,4,.500,1,1,1.000,0,1,1,2,1,0,2,1,9,2.1,-10
6,Tre Jones,20:02,1,4,.250,1,2,.500,2,2,1.000,0,2,2,4,1,0,4,3,5,1.8,0
7,Cedi Osman,16:41,4,7,.571,2,4,.500,2,2,1.000,0,1,1,1,1,1,0,1,12,11.0,-5
8,Charles Bassey,16:15,3,4,.750,0,0,,0,0,,1,4,5,1,1,1,0,2,6,7.9,+9
9,Doug McDermott,14:43,3,6,.500,2,4,.500,0,0,,0,3,3,2,0,0,0,3,8,6.1,-8
10,Julian Champagnie,6:55,1,4,.250,1,2,.500,0,0,,0,2,2,0,0,1,1,0,3,0.9,-13
11,Blake Wesley,6:55,0,1,.000,0,1,.000,1,2,.500,0,0,0,1,0,1,1,0,1,0.3,-13
12,Sandro Mamukelashvili,6:55,0,0,,0,0,,0,0,,1,1,2,0,1,0,1,1,0,0.6,-13
13,Dominick Barlow,4:50,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-10
14,Devonte' Graham,Did Not Play,,,,,,,,,,,,,,,,,,,,
