,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,SAS,94.4,.540,15.0,23.8,.092,108.0
1,MEM,94.4,.375,6.0,29.3,.087,92.2
