,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Mikal Bridges,44:06,15,26,.577,4,8,.500,8,8,1.000,0,4,4,3,0,0,3,0,42,30.1,-2
1,Nic Claxton,36:15,8,8,1.000,0,0,,0,2,.000,2,9,11,3,2,4,5,5,16,16.8,-2
2,Dorian Finney-Smith,35:30,3,8,.375,3,7,.429,0,0,,2,3,5,2,1,0,1,3,9,7.1,+5
3,Cameron Johnson,33:30,5,11,.455,3,8,.375,4,5,.800,1,5,6,3,1,1,0,3,17,15.7,-3
4,Spencer Dinwiddie,27:36,1,6,.167,1,4,.250,2,2,1.000,1,2,3,5,0,0,1,0,5,5.0,+3
5,Dennis Smith Jr.,29:20,3,8,.375,0,1,.000,4,4,1.000,0,2,2,10,2,1,1,6,10,12.5,-19
6,Royce O'Neale,18:07,3,5,.600,2,4,.500,0,0,,0,3,3,1,1,0,2,3,8,5.1,-8
7,Cam Thomas,17:53,4,9,.444,1,3,.333,0,0,,0,3,3,0,0,0,1,0,9,4.2,-5
8,Day'Ron Sharpe,16:35,4,7,.571,0,0,,3,4,.750,3,3,6,2,0,1,0,3,11,11.2,-5
9,Lonnie Walker IV,5:45,0,3,.000,0,2,.000,0,0,,0,1,1,0,0,0,0,2,0,-2.6,+1
10,Trendon Watford,0:23,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,0
11,Harry Giles,Did Not Play,,,,,,,,,,,,,,,,,,,,
