,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Mikal Bridges,44:06,.711,.654,.308,.308,0.0,10.9,5.9,12.9,0.0,0.0,9.2,33.4,132,135,2.9
1,Nic Claxton,36:15,.901,1.000,.000,.250,7.7,29.9,19.6,12.8,2.8,10.3,36.0,17.3,110,115,2.7
2,Dorian Finney-Smith,35:30,.563,.563,.875,.000,7.9,10.2,9.1,7.2,1.4,0.0,11.1,11.5,118,131,-3.9
3,Cameron Johnson,33:30,.644,.591,.727,.455,4.2,18.0,11.6,12.5,1.5,2.8,0.0,17.8,144,127,2.9
4,Spencer Dinwiddie,27:36,.363,.250,.667,.333,5.1,8.7,7.0,21.8,0.0,0.0,12.7,12.9,106,135,-8.3
5,Dennis Smith Jr.,29:20,.512,.375,.125,.500,0.0,8.2,4.4,44.5,3.4,3.2,9.3,16.6,133,124,1.7
6,Royce O'Neale,18:07,.800,.800,.800,.000,0.0,19.9,10.7,7.9,2.8,0.0,28.6,17.5,104,126,-2.5
7,Cam Thomas,17:53,.500,.500,.333,.000,0.0,20.2,10.8,0.0,0.0,0.0,10.0,25.3,87,133,-11.6
8,Day'Ron Sharpe,16:35,.628,.571,.000,.571,25.2,21.8,23.4,19.2,0.0,5.6,0.0,23.9,150,127,3.4
9,Lonnie Walker IV,5:45,.000,.000,.667,.000,0.0,20.9,11.2,0.0,0.0,0.0,0.0,23.6,0,132,-38.9
10,Trendon Watford,0:23,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0,137,-138.0
11,Harry Giles,Did Not Play,,,,,,,,,,,,,,,
