,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,TOR,103.9,.406,17.2,19.6,.133,81.8
1,MIN,103.9,.615,7.8,19.1,.156,128.0
