,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MEM,96.1,.444,9.7,25.4,.245,104.6
1,SAC,96.1,.505,13.6,30.6,.277,114.1
