,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Jaren Jackson Jr.,37:06,10,25,.400,2,7,.286,8,10,.800,3,8,11,1,0,6,3,4,30,20.5,+10
1,Vince Williams Jr.,36:42,6,9,.667,2,3,.667,3,3,1.000,1,6,7,9,2,1,3,2,17,20.8,0
2,Santi Aldama,35:21,6,13,.462,3,8,.375,2,2,1.000,1,3,4,7,1,3,1,0,17,18.9,+4
3,Luke Kennard,27:47,5,10,.500,3,6,.500,2,2,1.000,0,2,2,2,0,0,1,1,15,10.6,0
4,John Konchar,27:43,1,3,.333,1,3,.333,0,0,,1,3,4,1,0,2,2,4,3,1.4,+5
5,Jake LaRavia,31:57,7,15,.467,2,4,.500,3,4,.750,5,8,13,0,0,3,3,3,19,14.7,+8
6,GG Jackson II,21:40,3,10,.300,0,5,.000,0,0,,2,4,6,1,0,0,0,0,6,3.5,+5
7,Lamar Stevens,15:32,3,4,.750,0,0,,2,2,1.000,1,5,6,0,0,0,2,0,8,6.6,+1
8,Matthew Hurt,6:12,0,2,.000,0,1,.000,0,0,,1,0,1,0,0,0,0,0,0,-0.7,-3
9,Yuta Watanabe,Did Not Dress,,,,,,,,,,,,,,,,,,,,
10,Ziaire Williams,Did Not Dress,,,,,,,,,,,,,,,,,,,,
