,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,OKC,100.9,.670,12.4,27.8,.205,134.8
1,WAS,100.9,.579,12.1,28.6,.281,126.9
