,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,BOS,102.3,.617,12.7,30.2,.222,128.1
1,IND,102.3,.632,11.4,23.7,.198,130.0
