,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,WAS,106.8,.476,18.2,25.5,.235,94.5
1,PHI,106.8,.653,10.9,22.5,.232,136.7
