,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,TOR,94.4,.619,13.2,21.9,.190,127.1
1,LAC,94.4,.608,6.6,26.8,.140,133.4
