,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,CHI,93.4,.567,12.0,13.9,.307,115.6
1,BRK,93.4,.610,5.6,23.5,.154,133.8
