,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,OKC,94.7,.500,12.6,26.7,.207,110.9
1,PHI,94.7,.551,15.2,22.5,.295,115.1
