,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,WAS,104.6,.624,10.1,13.2,.294,125.3
1,SAC,104.6,.615,5.9,20.9,.200,136.8
