,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,ORL,102.5,.495,6.0,24.1,.162,111.2
1,MIL,102.5,.483,11.0,23.8,.344,115.1
