,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Anthony Davis,31:13,10,14,.714,1,2,.500,1,2,.500,1,14,15,6,2,1,2,2,22,24.8,+28
1,D'Angelo Russell,30:23,8,14,.571,6,10,.600,5,5,1.000,0,4,4,10,1,0,1,1,27,28.2,+27
2,LeBron James,28:39,10,14,.714,2,5,.400,3,3,1.000,0,7,7,10,0,0,2,0,25,26.3,+20
3,Austin Reaves,28:17,4,9,.444,0,3,.000,4,4,1.000,1,5,6,4,1,1,0,3,12,12.8,+21
4,Rui Hachimura,25:55,7,10,.700,1,2,.500,2,2,1.000,0,3,3,1,0,0,0,3,17,13.2,+21
5,Max Christie,22:17,4,9,.444,2,4,.500,1,2,.500,1,2,3,1,0,0,0,1,11,7.5,+6
6,Spencer Dinwiddie,21:17,1,4,.250,1,2,.500,0,0,,0,1,1,3,0,0,1,0,3,2.0,+23
7,Taurean Prince,19:57,3,8,.375,2,7,.286,0,0,,0,5,5,1,0,1,1,2,8,4.7,+15
8,Jaxson Hayes,16:47,3,4,.750,0,0,,1,2,.500,1,2,3,0,0,1,0,2,7,6.2,+3
9,Harry Giles,5:05,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,2,2.0,-3
10,Skylar Mays,5:05,1,2,.500,0,0,,0,0,,0,0,0,1,2,0,1,1,2,2.3,-3
11,Maxwell Lewis,5:05,0,1,.000,0,1,.000,0,0,,0,0,0,2,0,0,0,0,0,0.7,-3
