,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,DET,106.8,.524,14.7,16.7,.313,105.8
1,TOR,106.8,.608,5.7,26.1,.176,132.9
