,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Vince Williams Jr.,38:05,.666,.643,.500,.286,3.0,19.9,11.7,13.7,2.6,7.3,20.2,23.0,103,96,3.6
1,Santi Aldama,37:22,.643,.633,.600,.200,6.2,17.4,11.9,21.2,0.0,2.5,15.5,22.9,110,105,1.5
2,Ziaire Williams,33:54,.514,.357,.714,.571,0.0,19.1,9.9,0.0,1.4,0.0,25.5,15.4,78,103,-9.8
3,Jordan Goodwin,30:17,.291,.333,.333,.333,7.6,10.7,9.2,52.8,4.9,3.1,30.4,14.5,83,96,0.8
4,Lamar Stevens,16:35,.318,.318,.182,.000,0.0,19.6,10.1,0.0,5.9,5.6,8.3,32.1,58,89,-9.8
5,GG Jackson II,31:17,.438,.300,.333,.667,7.4,13.8,10.7,7.3,3.1,0.0,17.1,33.2,82,101,-8.0
6,Luke Kennard,27:36,.868,.750,1.000,1.000,0.0,7.8,4.0,34.2,1.8,0.0,25.8,6.2,156,106,-1.7
7,Matthew Hurt,18:05,.700,.700,.400,.000,0.0,6.0,3.1,13.8,5.4,5.1,16.7,14.7,109,95,3.5
8,John Konchar,18:05,.300,.300,.800,.000,12.7,12.0,12.3,10.8,5.4,10.3,16.7,14.7,74,91,1.5
9,Jake LaRavia,13:44,.460,.000,.667,2.667,0.0,15.8,8.1,0.0,0.0,0.0,13.3,24.3,89,107,-12.9
10,Jaren Jackson Jr.,Did Not Dress,,,,,,,,,,,,,,,
11,Yuta Watanabe,Did Not Play,,,,,,,,,,,,,,,
