,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Damian Lillard,33:02,.342,.208,.500,.500,0.0,18.2,7.6,32.2,1.5,2.8,12.0,21.9,77,126,-5.9
1,Giannis Antetokounmpo,32:53,.648,.588,.118,.824,2.7,43.8,20.0,37.9,1.5,0.0,14.7,35.9,112,125,9.3
2,Brook Lopez,25:56,.444,.357,.571,.286,10.1,4.6,7.8,0.0,0.0,3.6,20.2,16.6,84,131,-8.9
3,Malik Beasley,25:00,.423,.423,.846,.000,0.0,14.4,6.1,17.2,0.0,0.0,13.3,26.1,73,133,-7.2
4,Jae Crowder,15:56,,,,,0.0,0.0,0.0,20.1,3.0,0.0,,0.0,223,127,-1.6
5,Patrick Beverley,26:39,.376,.250,.750,.750,0.0,9.0,3.8,25.5,0.0,0.0,0.0,8.7,103,133,-6.2
6,Pat Connaughton,22:55,.354,.278,.778,.222,11.4,5.2,8.8,8.1,0.0,0.0,9.2,20.6,83,134,-8.7
7,Bobby Portis,20:41,.628,.571,.000,.571,0.0,40.6,17.1,11.2,0.0,0.0,0.0,18.4,127,129,0.8
8,A.J. Green,17:04,.250,.250,.667,.000,0.0,7.0,3.0,10.3,0.0,0.0,0.0,15.3,58,133,-12.6
9,Thanasis Antetokounmpo,6:38,.500,.500,.000,.000,0.0,18.1,7.6,0.0,0.0,0.0,33.3,19.7,56,132,-15.9
10,Danilo Gallinari,6:38,.608,.500,.500,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8,124,134,4.8
11,Andre Jackson Jr.,6:38,1.000,1.000,.000,.000,39.5,18.1,30.5,63.6,0.0,0.0,50.0,13.1,141,132,12.5
