,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,CHO,96.1,.616,18.6,16.7,.110,114.5
1,MEM,96.1,.518,18.9,35.6,.118,102.0
