,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,POR,92.5,.597,21.2,30.0,.143,111.3
1,CLE,92.5,.466,15.3,31.1,.135,102.7
