,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIA,102.5,.494,14.3,19.0,.410,106.3
1,UTA,102.5,.522,8.7,19.1,.215,114.2
