,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,UTA,94.5,.443,16.9,28.9,.149,95.3
1,MIN,94.5,.511,10.4,20.8,.112,106.9
