,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,PHI,97.5,.431,12.3,29.6,.276,101.5
1,MIN,97.5,.539,10.8,23.8,.180,114.8
