,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,PHI,94.4,.608,9.4,28.2,.182,130.3
1,CLE,94.4,.549,8.8,32.6,.217,128.2
