,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIL,92.2,.547,6.9,19.5,.198,120.4
1,CHO,92.2,.512,12.5,20.0,.183,107.4
