,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Tobias Harris,40:22,.816,.816,.421,.000,5.9,29.7,17.8,15.6,2.7,2.3,0.0,21.0,172,124,13.5
1,Tyrese Maxey,39:08,.521,.466,.345,.207,6.1,12.3,9.2,18.9,0.0,2.4,0.0,36.0,131,134,-0.3
2,Kyle Lowry,36:27,.759,.722,.667,.222,3.3,16.5,9.9,33.4,0.0,0.0,16.8,14.5,154,135,0.3
3,Buddy Hield,31:56,.591,.591,.727,.000,3.8,7.5,5.6,23.4,3.4,0.0,0.0,15.3,152,129,2.0
4,Mo Bamba,19:28,.250,.250,.250,.000,12.3,37.0,24.7,5.7,2.8,9.7,33.3,13.7,67,116,-12.3
5,Nicolas Batum,27:04,.571,.571,.857,.000,8.9,8.9,8.9,8.7,0.0,3.5,0.0,11.5,146,133,-3.8
6,Paul Reed,23:30,.854,.833,.000,.167,25.5,15.3,20.4,17.1,0.0,8.0,13.4,14.1,170,128,5.1
7,Cameron Payne,16:40,.417,.417,.667,.000,0.0,0.0,0.0,50.1,0.0,0.0,25.0,21.4,109,138,-12.7
8,Ricky Council IV,5:25,.255,.200,.200,.400,0.0,22.2,11.1,0.0,0.0,0.0,0.0,48.3,65,134,-37.1
9,KJ Martin,Did Not Dress,,,,,,,,,,,,,,,
10,Kelly Oubre Jr.,Did Not Dress,,,,,,,,,,,,,,,
