,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,DET,92.8,.482,11.7,17.4,.155,101.3
1,BOS,92.8,.568,8.2,30.0,.116,128.2
