,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Payton Pritchard,37:57,.773,.750,.643,.143,2.5,2.7,2.6,26.9,0.0,0.0,11.8,19.5,149,111,5.1
1,Derrick White,36:33,.550,.550,.600,.000,0.0,28.5,13.7,40.4,2.8,2.4,13.0,27.5,118,96,7.8
2,Jaylen Brown,30:24,.659,.625,.300,.400,0.0,24.0,11.5,18.5,1.7,0.0,11.3,38.2,120,102,4.0
3,Luke Kornet,27:46,.500,.500,.000,.000,20.7,15.0,18.0,0.0,3.7,9.4,0.0,6.3,158,92,0.5
4,Kristaps Porziņģis,21:29,.693,.679,.643,.071,4.5,34.0,18.6,8.2,2.4,4.1,0.0,29.4,142,95,14.4
5,Svi Mykhailiuk,23:37,.375,.375,1.000,.000,0.0,8.8,4.2,10.4,4.4,0.0,11.1,16.7,84,100,-6.0
6,Jaden Springer,21:51,.510,.400,.400,.400,17.6,0.0,9.2,22.8,0.0,8.0,0.0,11.8,160,105,4.7
7,Oshae Brissett,18:45,.214,.214,.286,.000,10.2,11.1,10.7,0.0,0.0,0.0,0.0,16.3,72,109,-17.4
8,Xavier Tillman Sr.,17:27,.500,.500,.500,.000,0.0,23.9,11.5,6.8,0.0,5.0,0.0,5.0,128,102,-3.1
9,Jordan Walsh,4:09,1.000,1.000,.000,.000,23.1,25.1,24.1,73.6,0.0,0.0,0.0,10.5,225,106,27.7
10,Drew Peterson,Did Not Play,,,,,,,,,,,,,,,
11,Neemias Queta,Did Not Play,,,,,,,,,,,,,,,
