,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,BRK,94.3,.443,19.0,21.4,.139,85.9
1,ORL,94.3,.588,16.7,16.1,.284,114.6
